Address, Current Balance, Expected Amount
0x23e02ebb0a593b11ebf6721b16c062fe0afaf4c9,0,177345
0x23e1e0bb7189af2cabe1807606306459d8eff9f2,0,60297
0x2433c9e5fb2e567a98afcb7f62d4c5f648f8392f,0,1818710
0x243ecd86aacda4e0abf398247f0163539015853b,0,177345
0x244d0b4f1d59fc24eda4c359c8af4eb02cdc4485,30007,60297
0x247d13b12ab46046e190af8bdfe4ccd30fa4a4b3,100000,354691
0x2498056572941df15cbfea44d0300578fe50741b,0,976189
0x24e57005708ebd9b404e29e067f5dc55c6f7f9b3,0,177345
0x24f09968822b92eb95cea12c3526bb686986d468,35826,93993
0x25030dd87808304a66cae182b506942fb57a5890,0,8867280
0x25151ae8a490df62ed6a17accb5c5b91483545c1,0,354691
0x2522d717ba90f0383d302b75ce20be472d2a9677,0,177345
0x254181b13d9e62e9bbc06ecdcaa31426aa63d111,0,177345
0x255807923d731139b8381d0c92c4bab5f3b24e70,0,886728
0x25647375f1b3e9e81801bf4eee605cc59569e8c6,0,443364
0x25d02a2550fc9b4ae78f5c946326df6495a25aa5,0,59056
0x25f3ad3a47f13835653e88b8133b19adad74e99e,0,4433640
0x26013b787aac632a92483f669e2de85103ad2536,0,177345
0x260410f67663a36171c9e7e0a8db8f3fa0909e30,0,177345
0x260bb8ee860ab86a77dd1a336bdb5b24b66a22fd,0,53203
0x261d15ee0d9d814c9eec476a72af671b3b1f5a68,0,83352
0x26384c7b4620cc5595b3d25bd334b71d6cc313ff,0,88672
0x264cbf977beb392f3f0e7befa251b9c483bbdcdf,0,886728
0x2666b5346199270540ba911b8e11254102053c9b,0,248283
0x269567203b9ae9349f9e996dcc3af02f2826a746,0,70635
0x26ad8234b6f0171c7bddd2df353b71dac73158c2,1000,331569
0x26b751e88ec7cc4f9f3fc08631cb6e15d3997b76,0,59144
0x26bae1fb5d9e4650c8ee24996b07d54b54ee5576,0,1773456
0x26f94d7944ac0b3303f82665ac9d5bb057645bee,0,177345
0x2701acdcdd03212bf95e332b8fb0e33682e4f47f,200000,443364
0x27146cd533760e0867db2647dad531fde92d80ef,60411,177345
0x2737008af2bc601ebe7bb07065d720bb25b766b4,1728184,2660184
0x2739cce4ff472dd56825c8d0e25d84624ff9b7fa,0,8867280
0x2746af02d6723e620bb4395e0f8c0ddd530d1489,34449,137797
0x27648a75dfd19c4c4e18311861cbb0bb396f945a,7231745,8512589
0x2767d0b609ddb9c145666e4690412261c418ab86,57655,115274
0x276e6dc68c02d6ab71b38242364d76d71e3f2d7c,46116,101087
0x27aced470e1e232babf2da93a78269bb5739c48c,0,8867280
0x27c92c3d6f1c45151bb23634aa6e0c48a08bb2a5,0,886728
0x27cf13a3bebf588bd75b1449367170c89d666cf8,0,99313
0x27db90e492fd2d73f13f204058a47b9d63c90344,3491291,3879212
0x27f9994d3099ac46eb98222f16fa608216ea1da3,0,709382
0x280d630c9c5bfdfd577d5c790754bdc49d3f52e6,0,887125
0x28102e8315393e2a43223b421606bbbe452e7c8f,0,88672
0x281802803ce6471751a9e0d69dde61fb31733384,0,58524
0x281bce883451de759126976285746622ba8ef50c,0,354691
0x2820930e1f7bbf5af46602b37941ee51a31e6cd9,228185,886728
0x28526064f33e43083197ee3c0c62fd3b308cc655,0,250737
0x2859465e9bb764a993dd7113c79d5c8792fa92b9,0,58524
0x285bb8b9b7331e78b6aacad72ae62a61db2eaab2,0,58524
0x286f51877f4d3d8e9208d741f145c3efbc892724,0,177345
0x2874aa935c118b8e170c35ae0e75e507d1332218,563395,709382
0x2877c5f8b0c608b6e64488a7458d81ada2f5ff13,0,532036
0x28959c62b704ac74acb3a418e59089462ee18ea1,0,3546912
0x28d60929706dc9e912c28ffc638c24320a1865b0,0,177345
0x28dca5ff7ac78bab442c04bc8fbbf9c768b125c9,0,88672
0x2904215b160d283e3fd826589ad324728051e06b,0,88672
0x29146662bf921ee84d578a8deebfade1bbc9e8da,0,1773456
0x2918d3b10062197a8ae0547d89c32fd9ee3dbf87,0,2660184
0x294d006e060562c2a0c05d1a88e53d63170273f7,0,88672
0x2951b4b93196e1804c09dd8d692ffc6b45de9b85,98,461098
0x29648aab328edb318ee555f4f0dce270b15382ca,0,532036
0x2966072e65762d8f2c2e2db4a4b7caebc3dacb7a,0,177345
0x29b9c6dd7fc28dc16c675ea052bae65a69bd9a9b,0,88672
0x29c94fd33898b2d1afa4a7fc6df3077d4be07c02,0,354691
0x29cbf46f69e6f839032a9a2f79270341a4407b97,0,177345
0x29cf0071125c299ead210a28ff2e9a89f8949b34,0,177345
0x29e950baa235b31bd6afaef74ee12e913d91293d,0,88672
0x29f81b954c6f3e8fcd968cafd463aebc75a81fa6,0,177345
0x29fc068ed3064744abc2da109cc1d8ea0fe58d08,0,491247
0x2a080e7ec4de8ede08469053f62183b4ea1b562e,0,58524
0x2a49fb2bb95dd8af5e092530ed372f29a8729999,0,886728
0x2a588d1161468772d19fadbe0485c1f7a69add09,0,1241419
0x2a670d589d907b5b71ee581526b2400ab6d3346d,0,266018
0x2a6fa6f5539c54cc0ca887802675b2a8813d4eb6,40000,106407
0x2a93e999816c9826ade0b51aaa2d83240d8f4596,0,8867280
0x2ab97866d53adc3350eb83b5bcf0f3011e4e4e6f,0,354691
0x2abbeafebdd28c9b38a490574bf33f95b36f9f0e,1000,3546912
0x2af9c5f89ab9272549ae22bb847bc2dea159ad3f,200000,886728
0x2b0d50b855a338ab2ad3da66703d8be87dcd408d,0,886728
0x2b0f14abe8bcb00308d923dedffd9c6eafce828b,0,266018
0x2b333ae41632c0266ae275e811bb5eeb3f21fd03,0,58524
0x2b47019877b7c180fff3b4a4c3519ba71219bd88,0,58524
0x2b785c3c08651850198372e9a32e9cf6f8cd03d2,0,195080
0x2b9c89beed20df0fb564d43629cb8809fd475805,31761,109451
0x2bb74d6fbe9155da7f2f7122cfcf7ebe890b7fe3,0,532036
0x2bba9bdbb84b640df72cff41f0dbe6858e44b4cc,0,886728
0x2bc8c67bf54ef82436c73d0cb7a3ca781f35d18c,5267,5852
0x2bea8d5556496b882d374b1d353d7c8b02993cd7,0,443364
0x2bf4ec0ddacaab943e12ce716c3c40dc03b39aae,0,709382
0x2c0bd965de00a507f4625ceb43c36adce38a9739,0,177345
0x2c28065c511ba99dd57935b0b9068a3dc80f4a5c,0,106407
0x2c339b8ad2147c2f63cff0f5b6e144810c2b1119,0,886728
0x2c3565958c50241a8f96346ffe006df1fceed1d8,0,280685
0x2c6a395a3286ccd16a409dbd318f371a59afab4d,0,532036
0x2c76fbd5a6501c502a47f4354e4010429805e420,0,8867280
0x2c87ac7c88bb33837c2515120bf07e71d4a572c2,0,266018
0x2c9bbe90f95d7bd897141b8eb0be0558e7398358,0,354691
0x2cae0ac9a7a7048516868aad672c49ab632b38c8,0,195080
0x2cb17e673d8816f060af5046495333a36d0b9a20,0,58524
0x2cc1ad2c406baa9bd863d499c8736f0765eab350,0,104853
0x2ced111b4ef844be070708035a473932e9cc360c,60000,177345
0x2cef1ff3436ebd6177269c0b62b7da3a78bf3f05,0,1773456
0x2d15494dd65c7a3f877c7035c4894524a6e58095,0,1294623
0x2d383113cecf9869efdc9471dac3cdf6db0e8f4f,503397,709382
0x2d4eb91cddea03a2a55ccca343147eca764076e2,0,88672
0x2d53b97e737dfb679291b7d24c2407de66dfd670,0,70938
0x2d64934cf5df9602553905a017667d5583787c1f,0,994491
0x2d730771f1f98be1ba734fb81343f169d8666037,0,620709
0x2d9f91326449b0801397abf573ccca4c2344271f,0,177345
0x2daf79ec40a73adcea9bbaceb51b4f5fc65f96c6,0,709382
0x2dd0b4a3a46017adfddfbe2534749e2070e5d8b7,0,354691
0x2de03704daeb2fe4c79480228175e09a57907d9c,0,58524
0x2de5006e5110510a5385bdc79ccf37ac608007fa,0,60297
0x2e053e05fd89288aec116e917311f7f472b1a4a3,0,2128147
0x2e229efeeb2e7e91275c3462d539bcac71396241,0,1986270
0x2e3dd1e1840f6a4d434227d14c078f816c087cfa,162143,1438272
0x2e57ea96ce0af54a9e55e19ce15320435b6eeedd,0,98426
0x2e809a9187fd0018bb89769be052435a44bf2a7b,0,124141
0x2e8b1ed1049a0ee1086f40044fe24304b4e0d863,0,532036
0x2e9c926a77c6f2c4e5c04ddbf619a87ec9de28d1,0,58524
0x2ec5d08ec79f643b01427bbdca13e2781e768d50,0,266018
0x2eda54c56815758bc45eab1e1e0aca139ff6871a,0,709382
0x2f1f6007befcdd9f0bf75f43d23244cf3545b8ef,306728,886728
0x2f1f7d3dca592b928a6563d452bd122a53dc2c77,0,443364
0x2f244e42b9526635c6b84080a1dff6ae5145e5a3,1915332,2128147
0x2f24710750d8944b7f8cca2643f09bb3fa842faa,0,58524
0x2f2519c3d329b87c744ff449c6a901a0fdaa82f1,0,177345
0x2f325ce4d8759b5ea3dbf7f504129a4fa99f492c,32070,62070
0x2f73dfdb84ea09d07a205297b4a68f93d6685c82,300000,532036
0x2f785b533be51563b8c1f606a989b11a7f6611f1,0,177345
0x2f9625014b54a17a9f19ee821e0a52b44f7a3006,0,886728
0x2f982203eecc223109a27b13d5f71e84b357f8ca,0,88672
0x2fb650332cd4e2a85de6d3ffcf547bc5d5d337c4,0,262311
0x2fc1bd4dff364dd6f975a648453d566f584eca38,0,396637
0x2fe5117806d3ab24c838ae9105b7ce5a38f09058,44000,88672
0x2fe6294cc584f03c0cd21c172ba67cdeeb6a06bf,0,8867280
0x300195b4ac717947b580b279f890bd2e64cb10f2,0,65617
0x301b80c75bded4bc3b35da97a0da95303fa40bd5,0,191144
0x30286686e1956a1b01fc9921be7d4605d814267c,0,10640
0x30298a6b4285ef94110c206d91369bfb664a0184,0,70938
0x302f3e24fa4bb38b3076c410331b28079f2f80c8,0,301599
0x303937ecb41a7746234d7baa5d22b4296373f518,300000,780320
0x30393b8ba5ac60bf5adb6d62f0b56558ffaffb79,97345,177345
0x3045e9baa118555f1c5fd8c791ff82165aa3a7ae,0,356464
0x3060b7b6e1063c7b98701a2816be31075f510844,50000,97540
0x30614bc1e56bf9f30f2dda7898b520a20b560ef3,0,3875403
0x30742f5c8a48a93414068adee6c2dde547f6111c,0,1064073
0x308374e5764eaa9f20cf7e2d53cfdc2a29a74c1e,0,266018
0x308db821568f29b1545d17d75e81d46e1e4347cf,0,177345
0x30937d8d9766422577b9905fdb3698e9ff8e032c,0,106407
0x3096ea46f2d8530242732da952bf0b211af4d1a1,0,532036
0x30aa4ae594b61cebf388c9c1094bab479cf10bb1,168478,177345
0x30f1aa968123b3b5b04965acb88d8895f43f9488,0,88672
0x30f82240d3b1a87cf1c98baf036ca1002360fe3f,0,266018
0x31109265a787ef9fbf997242e36e9d78e8a61999,0,1773456
0x3164a33c6f98129d5edc43ce0dd1656a7b2134b0,0,328089
0x319336a5dd407c2548d97a08026cc49d8c6529c2,0,601799
0x31b97565517c6c77f4a588c9cc432292108c20d4,0,177345
0x31d06e37b7fd9c147e86e00e88ec3982e29fe62a,0,785464
0x31de816368949e8d2b04bf3b469e990960f6c745,0,886728
0x31e3654d7c30476c04716dd79cf76b3aef466684,0,67391
0x31fcc0f1920695a557f315b3ba1ab46663b72457,113364,443364
0x32113ff7ea112ed8a7151528e7468e648d0a692c,0,186212
0x3211bfb13ba0c6ade4b094566167e791dbf2694f,0,88672
0x321eaeee4970ccd6c8e460c049005bae1c09363f,0,3546912
0x3221097370d52a1a25a8d430ca80deac8ef89bc1,0,53203
0x3227ef4477e471c59c1f3b6f79c79a0835e6dc8d,0,177345
0x323c8607c9f4641667996a004257e69452f8b7c2,0,58524
0x32503329b82322db6e491975890dab19eff8dddf,0,177345
0x327c86581e15d6a72207e655216938ef10c78999,0,177345
0x32a6049bfad4bfb0b5c9d6b058981dd6b833afb8,0,443364
0x32bdd3cedfb8d393083b783c0855590defd86495,0,177345
0x32c8ca1a8bf57526731d33f674526b6ba78de7c3,0,496567
0x32ceb7ffc5e01be39dbd6439133b338d371ffb49,0,177345
0x32dc62358b08d2b84380e8c41762a576e6cffdc7,0,673913
0x32f535ee282718132105bf046f4c9cc251f336e7,0,141876
0x32f7a0f97ffbe538ca8c2ca538f08886099f652e,412739,912739
0x3318b8a2986676de36e1f2d1b9fc498b2df0bd13,0,79805
0x3340f5f4134fc363b8a1a69d70ad6e84f1c99efe,0,124141
0x33523a416f34814560964c3a899d7897cd2bc8ae,0,1773456
0x335674d567644cb8e34bf86d9dc56a669eedb445,24164,73605
0x3391cd1459c0c9ace8693f088ed8989c265c1201,0,17734
0x33d4f31a695bc424696d19a22fbfa52f613f937e,0,1826659
0x33da820c2674c46d0509a56c6114f1839a7835b0,207528,211041
0x340323f7e36cdda06921db96882a370b91a56789,0,443364
0x340810897d4d8a46381ab510e77874fa4c6d892a,59020,354691
0x340f221a1677dff83bfbc0a88e74284e0a4bbbb9,0,230549
0x342208384b2eea5534b208cab29307481332a376,0,177345
0x34481bedd71eb3768298f1f6f98507df14fd73a1,11000,58524
0x346a260b82ee8f7f12b9a42d52266b5b9b7e4ee3,0,78032
0x3481c7ab7ab3b46844b5013b55be67a6314d055c,0,213961
0x3489d6d95930d1a20bb63b158ead847a31bf414c,0,1330092
0x34a6f8318fd017130c2ca8d3321bf63d9bc3059d,14496,230549
0x34a9d6b568fba7fe83260d81f077cbaaa5f26e20,0,1298277
0x34c04f411d48fe2fc6f2358733b7f62ce3837caa,0,88672
0x34e7f6a4d0bb1fa7afe548582c47df337fc337e6,0,945252
0x34eb0f2c039614f758135d98645eb40376911c6e,0,196585
0x34fdf2aa8566c518440c9d3e992bbb4eb73a4062,0,1773456
0x3514f2ac5a692f7d0dc0827c9095f29a33ca2f2a,0,135970
0x353d775a75291813605d7ffbcfcf3a227b7cd738,0,100217
0x3550b2c5cba617e9e26199e69abc46b185d045bd,0,136556
0x355ea0f75db1dba322e4933ed39378fcfe796e9c,0,443364
0x356353808ee005e5ae5cc58a3bcc21e0e8ed3bbe,0,88672
0x357b9a189dc8d989686f98ff7ddcb2ca3a11a323,0,106407
0x35abb2c8fda15fe9e3295588fc1117bdc7a2fe16,0,248283
0x35c3065b16a88d2c658f44905c176d90830f68d7,0,354691
0x36101c09dd5453721e29e6295be9006bb81a1127,0,195080
0x3614a3a1c7b0d116e49720588352f79f8004b3a1,9,133009
0x3617c076f502edc635837f0147cc706cd3d6919e,0,58524
0x361ceaebdb56278c6249763bc36e50a8bff10726,0,248283
0x3622fc18e57d4adea145a4d411fa94c0135435f0,0,58524
0x366861f2efab7592e48aa882a814d65e714e7772,0,177345
0x3675a7c40d78cff58492bbc6f72fb829aa8577a2,0,58524
0x36ab75710650754c32e4850d2ad050849ebb5899,0,88672
0x36ad199096350486c57d5f2493940040edc91d99,0,532036
0x36b8c164162732708b2373c61bb2de7b4cf376d4,0,62070
0x36c69034e39950cc7e6773634b58055c22663995,0,177345
0x36cda62fcf7334ba5f239a36c8eab1c037ff53ef,0,336956
0x36e2001a722b374f2de2ca5700a8ee9f95678ab4,0,58524
0x36e5510dd8714d498b89c63d17b150d7d59947cd,0,60297
0x36f8ddd9284417222d2181326a128e4352367a9f,0,691647
0x371c6854c2313ccd84652fc6a3a8da8580ac05f5,0,1436499
0x372e5a32171dae63da1445312c238970aa393ffa,159611,177345
0x37500e6d4c92d5ea8aeac2d24aa1cc519f785f34,0,7093824
0x3772a9878c9daea175f7ca1b6f7fbd68d463599e,0,1773456
0x37788fea3a0f34e26950c9e5c03263358ff51710,0,266018
0x379c7e4e6769f7d2303d3191546d7acf8bafcdc9,0,220478
0x37b5d3d256d1d22f8fef393c62fc8e2e0df201d8,0,177345
0x37d56e743bb6b2c43cf59a84a723dfdb17b93618,0,59056
0x3831473686a8530b8ca7326012581800940f42b2,0,336956
0x383fdf4407b45fa4f72f34bcaf55f3255be50141,0,62070
0x384b792afafcc083e635d262d5133e7fdfbc86ed,0,88672
0x38502d2fafafe196f779ac11cffe7491ace2fad6,0,122368
0x38953f55c6fdb8cdb21ac3feee1d7e017f9162e5,0,70938
0x3897a4701f7da780384c4ba44ef30ed7b18c3830,0,106407
0x389d41493e439ebe51d16dfb987ed883f451dcc4,0,354691
0x38b3887000885e38e543b6c55d82cce8e1c451b6,0,3546912
0x38c1649b72fd245e434b9db29f6148a90aa7ca12,4000,354691
0x38dfc9cd34b2f686914a48c807c30ba176f3c7a8,0,1773456
0x3905578825d22c774cd38afb6b15df7366bdb260,60000,532036
0x390aad73b04ebb45da58c2a5e5fdaf6a8aab490c,0,336956
0x391a76a919d10c3109c112d9d18630e8a349df9f,0,141876
0x391c57bf39eaf2b0b2c69db52b36958f0a74ff7b,116014,266018
0x392c9fb749a89110c1f1305405e25a53339cb4fa,30900,70938
0x3936cdb9cd1fc96761063a3bc27ab9faf124e131,0,1596110
0x393d115e02a38586322851f75c6182f83fcc85ef,0,709382
0x39436e22ec425e93eb5c5136389b04854c142310,345,177345
0x394472461de9127e0ece9731c900e3cbd7069817,0,1773456
0x39480bd4566496ea4f283af164f8c3eec563d70b,0,230549
0x3952902102f39d1d5318d667e8503b66f6c3b92f,0,141876
0x39533257a3347e53f3716ab38c35a2d1eccb9c7d,0,532036
0x398e9727c2d678e63d8d314c6caa49a3ee36d777,122555,235869
0x398f69dff34a4405a7a38dc4703b641f78559934,0,532036
0x3997567d3b098c980fc0fe172b41d74dc7df0e8a,0,354691
0x39a971a68e39e94e6253838115798791d05b585e,46301,196301
0x39b0397f8feedc70fbfe4676ac2dedbba6678387,0,196692
0x39d26136bd9b2024d2ef03cbe8fb5f0dde4d7292,0,3546912
0x39ebba0b14518e53bdf8d36fd71e2cb1c54640e3,0,88672
0x39fc4291f38ffb27d17b9c2b46bb8e5019e23ace,2,88672
0x3a1e6b5ad3c8aae82f4536774ff22f89d9dccc85,0,60297
0x3a502ccaaabbf60eb8263f5cb3d9a5e1676f330e,0,532036
0x3a5b30f14df56eedcc2ba0d2679b3b09bc05afc1,0,70938
0x3a5eae179f621228c789ce3955ca4334be5efbb7,0,1044565
0x3a79104a832c71061bee345b8529833ccb6f6268,0,62070
0x3a906ea08dbfae7848ceeb9a78b9ed52a39988e3,184,88672
0x3ab7dc5e403c282a5cfdf9138053b851b1b768ee,0,1822438
0x3ab8d1e01ce7de8f350c80923f0058390bde5fc7,5096210,7093824
0x3acf4b5d9d4b96f8cf89fa1d3780c1428a17bfee,0,532036
0x3add753c76d7d553beaa3f1c7f877e15603215f8,0,709382
0x3af549ccd638861000d9e5ee6aa6d5b8b3775d05,0,104724
0x3afa5a74a3d776319ef06841f68839388eff8d24,0,295714
0x3b17834b78ca7dbe18d0b0b4e1ace61ac7cd59d4,0,67391
0x3b2e411f2f83bb82859a9025bbfbadc0af2b1fe5,0,62070
0x3b32b54076be9a16a55970ca3c924db523f7ea87,0,886728
0x3b4fb7437a0bb4dd6c8ac2896188e6d80132735e,0,1418764
0x3b80d6d859bee0f8dbcaf4124d08f4f2d0172f11,0,2660184
0x3b81ca39a888ad052779a97e7de7661d3dd08fb8,1086887,1264474
0x3b873dfbd57cd7fa165ec42ac3164a6ac920dba1,0,58524
0x3b9c1fb0fcb42885eddaacc63428923ddda9bc2c,5000,1773456
0x3bcfc309e739d43c48cdbc1eb127058ff416b39b,0,1773456
0x3c0d49e8d4e2125d4c789d58eb43a6ebaa14e269,1638195,1955608
0x3c224cad5343d97d04ed6f83155f867c04ac9b7c,0,177345
0x3c2b4bdcd2f742c55186fc599cb733a127e2b8ab,0,4433640
0x3c3c53756d56a6f6eb1bcd2a27f5d0bf40cfd86b,78572,124141
0x3c3d6da8115add42c866e26ca4bb9e4511a6e251,0,177345
0x3c4ab48a4d03d04df10f34098bee869e5495aaf5,0,88672
0x3c5b95fca1757b0a116ba37894384612c09ab3c7,0,62070
0x3c7cd83069131ea98302657549ea90bff8dd3bb8,0,3546912
0x3c7fe8ff93f45d45c14f492e62d1812fcfab377a,0,532036
0x3d0a4ded66728587c636fe905bc8355401a1745f,359343,709382
0x3d10b361de8087ca08918cafd35a520231717940,0,3546912
0x3d330fffcbc281394d6b45ef875b531b094f048b,0,62070
0x3d33c2cc69971e47cea4995190691993d0ac1f84,0,354691
0x3d6e0374f604c3eb2677430c5bfd31e0d5807bbb,40418,80836
0x3d909b6cb958a32f1a6e0d016c387a3a2c8decd1,0,58524
0x3d922c43284d89a9d8d35251e86fddadd9e1d962,891419,1241419
0x3d9a9f003cef0a888a134f9edc85e89221166b97,0,195080
0x3d9c06cfff94139bd778a23f5d5aaef15d540248,0,490754
0x3dd4e2266e51da610667e38b91b5488a5ed46250,0,354691
0x3dd97cd93ddc522ca0b675bf6cdadb954f43d7df,0,59056
0x3e129c7352e6b725706167204b35d0af1c83099e,0,177345
0x3e3fe6812a4138eb51d9149460d509f9312437f0,0,70938
0x3e44daf1ed956c03aff2c0d41fd6aad2a1fcf6ba,0,177345
0x3e4d97c22571c5ff22f0daabda2d3835e67738eb,0,886728
0x3e5ce22955470ee493d7edd0caeff7d3c5b46528,0,88672
0x3e61d2ac62ead6a801d6f7e3d66618896129227a,0,70938
0x3e6c0467ae217069dab6c069a4e0136ea6567780,0,354691
0x3e9d24b9a83d4cb144d01594f437a9b94ccc8d60,0,58524
0x3eab97c1cc8fdd3b95c4de6a0408c334d8f56e24,0,177345
0x3eb3fa69b4ed46be930fb4e309e10d59d6ce7b22,0,177345
0x3ecb35b0012b71f04dfa994d6dea750a17cff0b3,0,58524
0x3ecb9aeed554a141fab86e77e89673b28f5dd5e1,20000,124141
0x3ed1de1552cbb2eb25e787dee65fe728e91bb708,0,126204
0x3edaa502f15bbe0e726bcdc1fcac341040e4103f,0,329862
0x3ef6186e03e8366bc9991f062c02f98015a72611,0,532036
0x3efd5cdb46c700481f40058341aa220ac2552660,50000,390160
0x3f1c0ea76342cc3427962452891f8de8649a301b,58605,216310
0x3f2d732a222c9ec2b8fa3beda4a186f84940b7c0,0,177345
0x3f2ecc4ef12bfe824f42686694e16bb75caa9294,0,141876
0x3f422d8b3eb27205bfeb7c762059cef4bf58abff,0,61184
0x3f4e783996230ce6468ad2b51a2901e540820db4,0,266018
0x3f8eaa2563aa5caa98d6b6b97fc75c81ad9b8ba9,0,218135
0x3f955c86c083d7afe49ea79212d94156483d17f4,0,177345
0x3f99c1b99191c05964dc69c22ed2924ebecab306,0,8867280
0x3fc056dafc1d38dba334ca105f17f7008c8ce9c5,0,58524
0x3fcba0a748fd85c7835f9dfb1f3c09253eab51da,0,177345
0x3ff07f6246ce7ad74ed51439475b9e93fd1716f3,0,98347
0x402f01fc6a862589fd2a4085a626dc7a29d8e286,143364,443364
0x40415c1c0e7a8ff3e184b51a94a2fc5b92df9434,88672,177345
0x4051ce464270341d913b228b596e74d99ec2695a,0,62070
0x408b57f0ba1a4f17a037a4604119892076023448,0,354691
0x4095941de2c980587be8a91745b9f0878b347028,0,283752
0x40d0a565e5c674a6a65d8f861f5571510c38382c,5345188,5675059
0x40d18cab21a3aeab4dd745ca805d685ac504fad3,0,886728
0x40d68c490bf7262ec40048099aec23535f734be2,0,117639
0x40e9c24db1bcc18a40d8f11e06277bc4ac2dab95,0,1064073
0x40eaa30bb95eef0284ddb74a5228b670ddb714fb,0,1012643
0x410860bce603110514ccaf6ae9a25db5052396be,18878,12311332
0x411c2a2d28458a7d6f2e2612a7b8fb7ede888888,0,493352
0x41309d51b1730dc8d806c6530782fd550797348b,0,1968536
0x414826beb718f2b204bca67b949604bdc739fcba,0,673913
0x4158ece58162ff9232fc63a2ad156a33b36e034d,0,8867280
0x41c3001e0fb3cb87ca9974a4561fd59a7c3aca09,0,177345
0x41c899476c772ee8d829ba2aee4f2dc26621577c,0,67391
0x41d9aef3903bbbdf2a60fd8b3de1cf8943437bbb,0,3019447
0x41e0dc1f762426286bb3f4e736dd14fd87fe6f8f,0,886728
0x41e417116676420dc622f7681370e205ed3b145a,0,2164640
0x4204111ad86d5dc63cf7e9c34a210910f582b82e,0,993135
0x420df6eb95e540fe5616ffbc75f07f10e8ed1873,0,60297
0x422accc555ba6a3d9a9929ec6603dfc5c0f475b6,0,150743
0x424c63fa9cccf5bca8dffabce5ade5de75fb2cf6,0,3546
0x42667a347446e6658f8b191ca7da437423d14f98,0,106407
0x426f9cb9eaa30e40adba71f9cbd379b78a769d71,0,604264
0x42814cfb08b3a1f9fedd618d35e4e2a156b4488b,0,70938
0x42bb5e2e1821162cd5f7cb678afd3bf68b08e3fd,0,266018
0x42c973bd3820bab0cf2775b48765a6e919dc2885,0,177345
0x42cc3acdf269027911f44498bb49e4f6d9f8c611,0,266018
0x42d84f3c3248d58fc09d98bddb6e7d28a16023ad,0,5320368
0x42db35d3e7b21d4a15f711a915d789b6c1c600e5,0,4433640
0x42df35d9b2203abe3a911e1167ca94e23f1cfdb1,0,532036
0x42f58b2cd634a99c82baaa680d9a7f4b75e9182f,0,248283
0x432b5a183696ac983db54517143fa8248c77b404,23615,88672
0x434a91ddda2d01613980eefa3689851a1d152178,0,177345
0x434fe6c139b3b3335c4a631a92213ee9d809d86c,0,177345
0x43996599114f939fbe4814659b97f9948f5e1c70,0,177345
0x439e9446a4cd19201f5ab3fe078a65adf2e2b1aa,0,70938
0x43b27614c91ac838d9e1b1353a8a9b561a1d7548,21407,106407
0x44061e77055fab5904fe5978b5d8203c977942b6,3993640,4433640
0x44203f4881c3bfb6afaeec70fe09e64d6d2019ff,100000,177345
0x44342d6746b8f60775992bb3bca69d0e857e36b1,0,886728
0x444569ae8a0324b9b32b3abdddb98ccb13036dd4,0,354691
0x446375d702ef4e3b34799760e686b376bdaca73c,0,212814
0x4466baf7eadae7bd6b0dc1f238bedc5d11e81996,1638092,2752037
0x4466fdf8b168abc2aaf4c4869b7aa2f9e03bb6f1,0,300734
0x446729a33babfaffb61c54a180fc6e08be7e03d9,0,195080
0x447e89b1227e9bcb8f957f7d91ac7982d60726d8,28688,78688
0x4495aec3582201682c1c51d630c9a8c9b7feeefd,0,101087
0x44c21f04012495fd29a7cac41bf33a540856309d,0,1773456
0x44e8d1dd6b5c4ed08b3890267f7d33729227734d,0,230549
0x44eb342f98fae37404669c8e1b4f61b0fcb734a4,0,532036
0x452e5c1b224ee861b3b2d62d6e858a5d4c3c085a,0,886728
0x453e8af62bfe737a0e05125020da45f17156a1f9,0,354691
0x45464236586433475775a9159a1181fb119f9b51,0,72818
0x4549147b63fd0b43365336c72a2d72c3f1773708,0,409033
0x4557b9e5f8b9133a6da49fd232432a0a4876f5b8,0,75620
0x4564471e00b1c89c7a0a3cfbfe20e3e49144a492,0,97540
0x459d1e0ede6a531ef6aa48d8309bb7984736299e,0,8867280
0x459e085f677953b7711aea58c554aec9573cc62d,0,3546912
0x45cc122a14367259ebf67b2670d00f46818842f2,0,212814
0x45d923c21c0c72fd7d804db9ffbb440b7cfd9d91,0,177345
0x45e4680e3bcbfe4c9dd0e27997936aa028c51fec,0,177345
0x45f4587109d1cd12a25f1ee362d31944fed9559b,0,1773456
0x4603777c3bd324fbc9356036789a1cef52b7f954,0,88672
0x46182064bae91b562afe2e3f2f68b15820ff3fb3,0,709382
0x46325d1529be00ee6a50146bf23b8ae0e2d4d314,0,532036
0x4636d936eb5f023149f8a7842c705aec1a0d7832,59611,159611
0x463f88a9d8a2ac65c9870846e44e11dad04e0168,23525,58524
0x4640c48322ce78e9d382a2145394a806dce5f004,0,354691
0x464ace4630736121cc5bfd915f84681d6319ea78,0,1064073
0x467e2c158bbc062c6f4a686fb85bcd9bce5b5a00,66639,97040
0x46a8b1dd025de35eacd5e8d14b77e255acde9a30,0,585240
0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,0,8867280
0x46ecf863cb7af94418911e9f92968e50dca3d215,0,443364
0x470d1b9f66fa23b17e6394a761b41dd3f014afbc,0,673913
0x4711377abe91735e8f34ed10a92971b530d1a98c,0,6207096
